text,intent
any unfavorable terms that could affect our liability Identify exposure.,Intent_Clause_Protect
I made require to see all modifications from loi to final execution.,Intent_Comparison_LOI_Lease
"I require to see all modifications made from loi to final execution. plus, summarize what changed in the recent lease amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? On top of that, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Can you create a schedule of important milestones for the real estate transaction? Furthermore, check if there are adequate tenant protections in this lease agreement.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Could you do a background review on wexford corp before we proceed? i'm particularly interested in any public disputes past or bankruptcies in the 5 years.,Intent_Company_research
"Need a timeline for all and key dates in the property closing - escrow, inspections, final walkthrough.",Intent_Transaction_Date_navigator
of Need a side-by-side comparison these investment opportunities.,Intent_Sales_Listings_Comparison
Flag could you any missing or weak indemnification clauses in the lease.,Intent_Clause_Protect
Summarize kindly the main provisions of the retail lease agreement.,Intent_Lease_Abstraction
"Identify differences between the proposed and executed terms. lease In addition, summarize what changed in the recent lease amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Could do a background check on you Wexford Corp before we proceed? I'm particularly interested in any public disputes or bankruptcies in the past 5 years.,Intent_Company_research
Investigate property management company's track the record.,Intent_Company_research
"We have three avg. broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and PSF?",Intent_Sales_Listings_Comparison
"Assist me organize all the transaction dates for the retail space deal in downtown. also, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Can you create a schedule important of milestones for the real estate transaction?,Intent_Transaction_Date_navigator
"me Show the best lease terms among these available spaces. On top of that, check if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
"What terms were added or changed during lease negotiations? While we're at it, what modifications were made the in latest lease amendment?",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"We have three broker sales packages for the Can 42nd St building. you give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
"Check if there are any red flags about this real estate company. In addition, identify any unfavorable terms that could affect our liability exposure.",Intent_Company_research;Intent_Clause_Protect
Compare the amendment the base lease to show differences. against,Intent_Amendment_Abstraction
"Analyze the warehouse lease options for the most favorable conditions. Plus, research the landlord's company - any litigation or financial issues?",Intent_Lease_Listings_Comparison;Intent_Company_research
Compare broker the packages focusing on financial metrics.,Intent_Sales_Listings_Comparison
Research development firm before we proceed with the negotiations.,Intent_Company_research
"Compare the listings three property - pricing, cap rates, and PSF analysis.",Intent_Sales_Listings_Comparison
"Need due diligence on the tenant's corporate background and stability. On top of that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
"And Analyze the warehouse lease options for the most favorable conditions. after that, research the development firm before we proceed with negotiations.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Compare the signed lease to the LOI we submitted last month. I want to know what terms changed or got added, especially around TI allowances.",Intent_Comparison_LOI_Lease
"Hey, I'm reviewing the lease on the 3rd Avenue property. Can you check there are any red flags—like missing indemnity clauses or unfavorable assignment if terms?",Intent_Clause_Protect
"Pull out all important dates and financial obligations from this lease. Furthermore, please flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
"What are the critical dates we need to monitor for the building office acquisition? Besides that, identify any unfavorable terms that could affect our liability exposure.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
available Compare office spaces - rates and lease terms analysis.,Intent_Lease_Listings_Comparison
Compare the amendment against the base to lease give differences.,Intent_Amendment_Abstraction
